asset,freq,dataset,family,family_id,params,sharpe,max_dd,ann_return
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MAcross_10-50_prob055,,-0.2415406665187477,-0.5112715800528944,-0.1000036608513256
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MAcross_10-50_prob060,,-0.2168030499380578,-0.4095596252992407,-0.0844997705736776
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MAcross_20-100_prob052,,0.0538161159681234,-0.4116751698588798,-0.0271156863961069
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MAcross_20-100_prob055,,0.1159941405412213,-0.4264776129760341,-0.0067608800747296
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MAcross_20-100_prob060,,0.0884532572511392,-0.3625925411114725,-0.0096625358198246
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MAcross_50-200_prob052,,0.256704984048842,-0.3098141886624705,0.033465487855667
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MAcross_50-200_prob055,,0.234125684091263,-0.2939786225296891,0.0277742179163449
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MAcross_50-200_prob060,,0.1198432365077993,-0.2559433700520375,0.0045083074237792
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_RSI14_65-35_prob052,,0.0017992226842747,-0.3233944009122508,-0.0246383072821753
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_RSI14_65-35_prob055,,0.0123585334561235,-0.2697775908506893,-0.0212228318393439
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_RSI14_65-35_prob060,,0.4505698340447271,-0.1739190203211139,0.0734340570904121
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_RSI14_70-30_prob052,,-0.0058131598266523,-0.3228082758612307,-0.0155459451979462
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_RSI14_70-30_prob055,,-0.0479656197191665,-0.3041079671396929,-0.021439597235164
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_RSI14_70-30_prob060,,0.0789087139609104,-0.2239342589276804,-0.0003010915009659
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_RSI21_65-35_prob052,,-0.0042785749401127,-0.2852468945426192,-0.0192460450746037
